index,code,round_number,effort,fails,last_button,score,topic,signal,belief,certainty,theta,omega,treatment,overconfident,underconfident,correct,misspecification,gender,nationality,misspecification_num,round_misspecification,topic_num,player_code,effort_change,effort_change_indicator,effort_change_sum,last_button_consistent,last_button_correct,treatment_indic,interaction,current_belief_start,belief_change,change_indicator,change_indicator_sum,effort_next,gender_nationality,lr,log_lr,switcher,dogmatic,bayesian,self-serving,switcher_belief,signals_ss,signals_switcher,signals_dogmatic,signals_bay,distance_bayes,distance_switcher,distance_dogmatic,distance_bayesian,distance_self-serving,distance_switcher_2,distance_dogmatic_2,distance_bayesian_2,distance_self-serving_2,distance_switcher_2sum,distance_dogmatic_2sum,distance_bayesian_2sum,distance_self-serving_2sum,best_model,distance_switcher_abs,distance_dogmatic_abs,distance_bayesian_abs,distance_self-serving_abs,distance_switcher_sum,distance_dogmatic_sum,distance_bayesian_sum,distance_self-serving_sum,best_model_abs,correct_e,signal_prev,effort_prev,signal_avg,news_diff,misspecification_over,misspecification_under,misspecification_correct,misspecification_over_news_diff,misspecification_under_news_diff,misspecification_correct_news_diff,news,confirming_news,signal_range,signals_switcher_avg,signals_dogmatic_avg,signals_bay_avg,signals_ss_avg,effort_change_switcher,effort_change_dogmatic,effort_change_bay,effort_change_ss,signal_switcher_diff,signal_dogmatic_diff,signal_bay_diff,signal_ss_diff,news_switcher,news_dogmatic,news_bay,news_ss,signal_type,learned,learned_all,trap,learned_num,trap_choice
1589,72o8c5bk,6,2,1,1,8,Pop-Culture and Art,9,2,100,1,2,ego,1,0,0,over,Male,non-US National,1,0,4,72o8c5bk4,0.0,0,2,0,1,0,0,-1,0.0,0,2,2.0,Male non-US National,1.0,0.0,1,1,2,2,1,8,7,7,8,0,1,1,0,0,1,1,0,0,91,107,78,61,Self-Serving,1,1,0,0,63,67,54,49,3,1.0,10.0,2.0,4.461538461538462,5.538461538461538,1,0,0,5.538461538461538,0.0,0.0,Good News,confirming,more than 5,3.8461538461538463,3.4358974358974357,4.358974358974359,4.512820512820513,0.0,0.0,0.0,0.0,3.1538461538461537,3.5641025641025643,3.6410256410256414,3.4871794871794872,Good News,Good News,Good News,Good News,positive,0,1,1,0,0
1590,72o8c5bk,7,2,1,1,8,Pop-Culture and Art,9,2,100,1,2,ego,1,0,0,over,Male,non-US National,1,0,4,72o8c5bk4,0.0,0,2,0,1,0,0,-1,0.0,0,2,2.0,Male non-US National,1.0,0.0,1,1,2,2,1,8,9,9,8,0,1,1,0,0,1,1,0,0,91,107,78,61,Self-Serving,1,1,0,0,63,67,54,49,3,1.0,9.0,2.0,4.575,4.425,1,0,0,4.425,0.0,0.0,Good News,confirming,more than 5,3.975,3.575,4.45,4.6,0.0,0.0,0.0,0.0,5.025,5.425,3.55,3.4000000000000004,Good News,Good News,Good News,Good News,positive,0,1,1,0,0
1591,72o8c5bk,8,2,2,1,8,Pop-Culture and Art,8,2,100,1,2,ego,1,0,0,over,Male,non-US National,1,0,4,72o8c5bk4,0.0,0,2,0,1,0,0,-1,0.0,0,2,1.0,Male non-US National,1.0,0.0,1,1,2,2,1,8,8,8,8,0,1,1,0,0,1,1,0,0,91,107,78,61,Self-Serving,1,1,0,0,63,67,54,49,3,1.0,9.0,2.0,4.658536585365853,4.341463414634147,1,0,0,4.341463414634147,0.0,0.0,Good News,confirming,more than 5,4.073170731707317,3.682926829268293,4.536585365853658,4.682926829268292,0.0,0.0,0.0,0.0,3.926829268292683,4.317073170731707,3.463414634146342,3.3170731707317076,Good News,Good News,Good News,Good News,positive,0,1,1,0,0
1592,72o8c5bk,9,1,5,2,8,Pop-Culture and Art,5,2,100,1,2,ego,1,0,0,over,Male,non-US National,1,1,4,72o8c5bk4,-1.0,1,2,1,0,0,0,0,1.0,1,2,1.0,Male non-US National,0.9952026004503046,-0.0048089440079664815,1,1,2,2,1,8,8,8,8,-1,0,0,-1,-1,0,0,1,1,91,107,78,61,Self-Serving,0,0,1,1,63,67,54,49,3,0.0,8.0,2.0,4.666666666666667,3.333333333333333,1,0,0,3.333333333333333,0.0,0.0,Good News,confirming,5,4.166666666666667,3.7857142857142856,4.619047619047619,4.761904761904762,0.0,0.0,0.0,0.0,3.833333333333333,4.214285714285714,3.3809523809523814,3.238095238095238,Good News,Good News,Good News,Good News,positive,0,1,1,0,1
1593,72o8c5bk,10,1,3,2,8,Pop-Culture and Art,7,2,100,1,2,ego,1,0,0,over,Male,non-US National,1,1,4,72o8c5bk4,0.0,0,2,1,0,0,0,0,0.0,0,2,1.0,Male non-US National,1.0,0.0,1,1,2,2,1,8,4,4,8,-1,0,0,-1,-1,0,0,1,1,91,107,78,61,Self-Serving,0,0,1,1,63,67,54,49,3,0.0,5.0,1.0,4.72093023255814,0.2790697674418601,1,0,0,0.2790697674418601,0.0,0.0,Good News,confirming,more than 5,4.162790697674419,3.7906976744186047,4.6976744186046515,4.837209302325581,0.0,0.0,0.0,0.0,-0.1627906976744189,0.20930232558139528,3.3023255813953485,3.162790697674419,Bad News,Good News,Good News,Good News,neutral,0,1,1,0,1
1594,72o8c5bk,11,1,2,2,8,Pop-Culture and Art,8,2,100,1,2,ego,1,0,0,over,Male,non-US National,1,1,4,72o8c5bk4,0.0,0,2,1,0,0,0,0,0.0,0,2,1.0,Male non-US National,1.0,0.0,1,1,2,2,1,8,6,6,8,-1,0,0,-1,-1,0,0,1,1,91,107,78,61,Self-Serving,0,0,1,1,63,67,54,49,3,0.0,7.0,1.0,4.795454545454546,2.204545454545454,1,0,0,2.204545454545454,0.0,0.0,Good News,confirming,more than 5,4.204545454545454,3.840909090909091,4.7727272727272725,4.909090909090909,0.0,0.0,0.0,0.0,1.7954545454545459,2.159090909090909,3.2272727272727275,3.090909090909091,Good News,Good News,Good News,Good News,positive,0,1,1,0,1
1595,73pn8n63,1,1,1,1,7,Pop-Culture and Art,9,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,0,4,73pn8n634,1.0,0,5,1,1,0,0,0,0.0,0,8,2.0,Female non-US National,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,67,74,60,Switcher,0,0,0,0,46,53,52,48,0,0.0,2.0,0.0,3.6176470588235294,-1.6176470588235294,0,0,1,-0.0,-0.0,-1.6176470588235294,Bad News,disconfirming,more than 5,3.411764705882353,3.764705882352941,3.823529411764706,4.0,1.0,0.0,-1.0,0.0,-3.411764705882353,-3.764705882352941,-3.823529411764706,-4.0,Bad News,Bad News,Bad News,Bad News,negative,0,0,1,0,0
1596,73pn8n63,2,2,2,1,7,Pop-Culture and Art,8,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,0,4,73pn8n634,1.0,1,5,1,1,0,0,0,0.0,0,8,1.0,Female non-US National,1.0,0.0,2,1,1,1,2,8,8,8,8,1,0,1,1,1,0,1,1,1,64,67,74,60,Switcher,0,1,1,1,46,53,52,48,0,1.0,9.0,1.0,3.742857142857143,5.257142857142857,0,0,1,0.0,0.0,5.257142857142857,Good News,confirming,more than 5,3.5428571428571427,3.8857142857142857,3.942857142857143,4.114285714285714,1.0,0.0,0.0,0.0,4.457142857142857,4.114285714285714,4.057142857142857,3.885714285714286,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1597,73pn8n63,3,1,3,1,7,Pop-Culture and Art,7,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,0,4,73pn8n634,-1.0,1,5,1,1,0,0,0,0.0,0,8,0.0,Female non-US National,1.0,0.0,1,1,2,1,1,8,7,5,8,-1,0,0,-1,0,0,0,1,0,64,67,74,60,Switcher,0,0,1,0,46,53,52,48,0,0.0,8.0,2.0,3.8333333333333335,4.166666666666666,0,0,1,0.0,0.0,4.166666666666666,Good News,confirming,more than 5,3.638888888888889,3.9166666666666665,4.055555555555555,4.222222222222222,-1.0,0.0,1.0,0.0,3.361111111111111,1.0833333333333335,3.9444444444444446,3.7777777777777777,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1598,73pn8n63,4,0,3,2,7,Pop-Culture and Art,7,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,1,4,73pn8n634,-1.0,1,5,0,0,0,0,1,1.0,1,8,0.0,Female non-US National,1.015600071010821,0.015479640768451873,1,1,2,2,1,8,8,8,8,-2,-1,-1,-2,-2,1,1,4,4,64,67,74,60,Switcher,1,1,2,2,46,53,52,48,0,0.0,7.0,1.0,3.918918918918919,3.081081081081081,0,0,1,0.0,0.0,3.081081081081081,Good News,confirming,more than 5,3.7567567567567566,4.027027027027027,4.162162162162162,4.324324324324325,0.0,0.0,0.0,1.0,4.243243243243244,3.972972972972973,3.8378378378378377,3.6756756756756754,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1599,73pn8n63,5,0,2,0,7,Pop-Culture and Art,8,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,-1,4,73pn8n634,0.0,0,5,0,0,0,0,-1,-2.0,1,8,0.0,Female non-US National,0.045312156119242386,-3.0941799354886226,1,1,2,2,1,8,6,6,8,-2,-1,-1,-2,-2,1,1,4,4,64,67,74,60,Switcher,1,1,2,2,46,53,52,48,0,0.0,7.0,0.0,4.026315789473684,2.973684210526316,0,0,1,0.0,0.0,2.973684210526316,Good News,confirming,more than 5,3.8157894736842106,4.078947368421052,4.2631578947368425,4.421052631578948,0.0,0.0,0.0,0.0,2.1842105263157894,1.9210526315789478,3.7368421052631575,3.578947368421052,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1600,73pn8n63,6,0,8,1,7,Pop-Culture and Art,2,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,0,4,73pn8n634,0.0,0,5,1,1,0,0,0,1.0,1,8,1.0,Female non-US National,0.38651308272834556,-0.9505895622950733,1,1,2,2,1,8,7,7,8,-2,-1,-1,-2,-2,1,1,4,4,64,67,74,60,Switcher,1,1,2,2,46,53,52,48,0,0.0,8.0,0.0,3.9743589743589745,4.0256410256410255,0,0,1,0.0,0.0,4.0256410256410255,Good News,confirming,less than 5,3.8974358974358974,4.153846153846154,4.358974358974359,4.512820512820513,0.0,0.0,0.0,0.0,3.1025641025641026,2.846153846153846,3.6410256410256414,3.4871794871794872,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1601,73pn8n63,7,1,5,2,7,Pop-Culture and Art,5,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,1,4,73pn8n634,1.0,1,5,0,0,0,0,1,1.0,1,8,1.0,Female non-US National,0.9952026004503046,-0.0048089440079664815,1,2,2,2,1,8,9,9,8,-1,0,-1,-1,-1,0,1,1,1,64,67,74,60,Switcher,0,1,1,1,46,53,52,48,0,0.0,2.0,0.0,4.0,-2.0,0,0,1,-0.0,-0.0,-2.0,Bad News,disconfirming,5,4.025,4.275,4.45,4.6,0.0,1.0,0.0,0.0,4.975,4.725,3.55,3.4000000000000004,Good News,Good News,Good News,Good News,negative,0,0,1,0,0
1602,73pn8n63,8,1,4,1,7,Pop-Culture and Art,6,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,0,4,73pn8n634,0.0,0,5,1,1,0,0,0,-1.0,1,8,1.0,Female non-US National,1.3667910621140709,0.3124657019590634,1,2,2,2,1,8,8,8,8,-1,0,-1,-1,-1,0,1,1,1,64,67,74,60,Switcher,0,1,1,1,46,53,52,48,0,0.0,5.0,1.0,4.048780487804878,0.9512195121951219,0,0,1,0.0,0.0,0.9512195121951219,Good News,confirming,more than 5,4.121951219512195,4.365853658536586,4.536585365853658,4.682926829268292,0.0,0.0,0.0,0.0,3.8780487804878048,3.6341463414634143,3.463414634146342,3.3170731707317076,Good News,Good News,Good News,Good News,neutral,0,0,1,0,0
1603,73pn8n63,9,1,5,0,7,Pop-Culture and Art,5,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,-1,4,73pn8n634,0.0,0,5,0,0,0,0,-1,-1.0,1,8,1.0,Female non-US National,1.5259787063102812,0.42263597883979775,1,2,2,2,1,8,8,7,8,-1,0,-1,-1,-1,0,1,1,1,64,67,74,60,Switcher,0,1,1,1,46,53,52,48,0,0.0,6.0,1.0,4.071428571428571,1.9285714285714288,0,0,1,0.0,0.0,1.9285714285714288,Good News,confirming,5,4.214285714285714,4.428571428571429,4.619047619047619,4.761904761904762,0.0,0.0,0.0,0.0,3.7857142857142856,2.571428571428571,3.3809523809523814,3.238095238095238,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1604,73pn8n63,10,1,3,2,7,Pop-Culture and Art,7,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,1,4,73pn8n634,0.0,0,5,0,0,0,0,1,2.0,1,8,0.0,Female non-US National,3.3883725452462623,1.220349730970795,1,2,2,2,1,8,4,10,8,-1,0,-1,-1,-1,0,1,1,1,64,67,74,60,Switcher,0,1,1,1,46,53,52,48,0,0.0,5.0,1.0,4.1395348837209305,0.8604651162790695,0,0,1,0.0,0.0,0.8604651162790695,Good News,confirming,more than 5,4.209302325581396,4.558139534883721,4.6976744186046515,4.837209302325581,0.0,0.0,0.0,0.0,-0.20930232558139572,5.441860465116279,3.3023255813953485,3.162790697674419,Bad News,Good News,Good News,Good News,neutral,0,0,1,0,0
1605,73pn8n63,11,0,2,1,7,Pop-Culture and Art,8,1,33,1,2,ego,0,0,1,correct,Female,non-US National,0,0,4,73pn8n634,-1.0,1,5,1,1,0,0,0,-1.0,1,8,0.0,Female non-US National,0.6694952522030722,-0.40123120543233265,1,2,2,2,1,8,6,6,8,-2,-1,-2,-2,-2,1,4,4,4,64,67,74,60,Switcher,1,2,2,2,46,53,52,48,0,0.0,7.0,1.0,4.2272727272727275,2.7727272727272725,0,0,1,0.0,0.0,2.7727272727272725,Good News,confirming,more than 5,4.25,4.590909090909091,4.7727272727272725,4.909090909090909,0.0,0.0,0.0,0.0,1.75,1.4090909090909092,3.2272727272727275,3.090909090909091,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1606,78jeza78,1,0,2,0,6,Pop-Culture and Art,8,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,-1.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,,,0,0,1,1,0,0,0,0,0,-1,0,0,-1,-1,0,0,1,1,84,90,98,74,Self-Serving,0,0,1,1,60,54,62,52,3,0.0,5.0,1.0,3.0294117647058822,1.9705882352941178,0,1,0,0.0,1.9705882352941178,0.0,Good News,disconfirming,more than 5,2.823529411764706,2.6176470588235294,3.0,3.176470588235294,0.0,-1.0,1.0,0.0,-2.823529411764706,-2.6176470588235294,-3.0,-3.176470588235294,Bad News,Bad News,Bad News,Bad News,neutral,0,0,1,0,0
1607,78jeza78,2,0,6,0,6,Pop-Culture and Art,4,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,2,2,1,1,2,8,9,9,8,-1,-2,-2,-1,-1,4,4,1,1,84,90,98,74,Self-Serving,2,2,1,1,60,54,62,52,3,0.0,8.0,0.0,3.057142857142857,4.942857142857143,0,1,0,0.0,4.942857142857143,0.0,Good News,disconfirming,less than 5,3.0,2.8,3.142857142857143,3.3142857142857145,2.0,2.0,0.0,0.0,6.0,6.2,4.857142857142858,4.685714285714285,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1608,78jeza78,3,0,5,0,6,Pop-Culture and Art,5,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,1,1,8,7,7,8,-2,-1,-2,-2,-1,1,4,4,1,84,90,98,74,Self-Serving,1,2,2,1,60,54,62,52,3,0.0,4.0,0.0,3.111111111111111,0.8888888888888888,0,1,0,0.0,0.8888888888888888,0.0,Good News,disconfirming,5,3.111111111111111,2.9166666666666665,3.2777777777777777,3.4444444444444446,-1.0,0.0,1.0,0.0,3.888888888888889,4.083333333333334,4.722222222222222,4.555555555555555,Good News,Good News,Good News,Good News,negative,0,0,1,0,0
1609,78jeza78,4,0,3,0,6,Pop-Culture and Art,7,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,8,8,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,5.0,0.0,3.2162162162162162,1.7837837837837838,0,1,0,0.0,1.7837837837837838,0.0,Good News,disconfirming,more than 5,3.2432432432432434,3.054054054054054,3.4054054054054053,3.5675675675675675,0.0,0.0,0.0,1.0,4.756756756756756,4.945945945945946,4.594594594594595,4.4324324324324325,Good News,Good News,Good News,Good News,neutral,0,0,1,0,0
1610,78jeza78,5,0,2,0,6,Pop-Culture and Art,8,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,6,9,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,7.0,0.0,3.3421052631578947,3.6578947368421053,0,1,0,0.0,3.6578947368421053,0.0,Good News,disconfirming,more than 5,3.3157894736842106,3.210526315789474,3.526315789473684,3.6842105263157894,0.0,0.0,0.0,0.0,2.6842105263157894,5.789473684210526,4.473684210526316,4.315789473684211,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1611,78jeza78,6,0,8,0,6,Pop-Culture and Art,2,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,7,9,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,8.0,0.0,3.3076923076923075,4.6923076923076925,0,1,0,0.0,4.6923076923076925,0.0,Good News,disconfirming,less than 5,3.41025641025641,3.358974358974359,3.641025641025641,3.7948717948717947,0.0,0.0,0.0,0.0,3.58974358974359,5.6410256410256405,4.3589743589743595,4.205128205128205,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1612,78jeza78,7,0,6,0,6,Pop-Culture and Art,4,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,9,6,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,2.0,0.0,3.325,-1.3250000000000002,0,1,0,-0.0,-1.3250000000000002,-0.0,Bad News,confirming,less than 5,3.55,3.425,3.75,3.9,0.0,0.0,0.0,0.0,5.45,2.575,4.25,4.1,Good News,Good News,Good News,Good News,negative,0,0,1,0,0
1613,78jeza78,8,0,5,0,6,Pop-Culture and Art,5,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,8,8,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,4.0,0.0,3.3658536585365852,0.6341463414634148,0,1,0,0.0,0.6341463414634148,0.0,Good News,disconfirming,5,3.658536585365854,3.5365853658536586,3.8536585365853657,4.0,0.0,0.0,0.0,0.0,4.341463414634147,4.463414634146341,4.146341463414634,4.0,Good News,Good News,Good News,Good News,negative,0,0,1,0,0
1614,78jeza78,9,0,4,0,6,Pop-Culture and Art,6,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,8,7,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,5.0,0.0,3.4285714285714284,1.5714285714285716,0,1,0,0.0,1.5714285714285716,0.0,Good News,disconfirming,more than 5,3.761904761904762,3.619047619047619,3.9523809523809526,4.095238095238095,0.0,0.0,0.0,0.0,4.238095238095238,3.380952380952381,4.0476190476190474,3.904761904761905,Good News,Good News,Good News,Good News,neutral,0,0,1,0,0
1615,78jeza78,10,0,2,0,6,Pop-Culture and Art,8,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,0.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,4,10,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,6.0,0.0,3.5348837209302326,2.4651162790697674,0,1,0,0.0,2.4651162790697674,0.0,Good News,disconfirming,more than 5,3.7674418604651163,3.7674418604651163,4.046511627906977,4.186046511627907,0.0,0.0,0.0,0.0,0.2325581395348837,6.232558139534884,3.953488372093023,3.8139534883720927,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1616,78jeza78,11,0,2,0,6,Pop-Culture and Art,8,0,75,1,2,ego,0,1,0,under,Female,non-US National,-1,-1,4,78jeza784,0.0,0,0,1,0,0,0,0,0.0,0,0,2.0,Female non-US National,1.0,0.0,1,2,2,2,1,8,6,6,8,-2,-1,-2,-2,-2,1,4,4,4,84,90,98,74,Self-Serving,1,2,2,2,60,54,62,52,3,0.0,8.0,0.0,3.6363636363636362,4.363636363636363,0,1,0,0.0,4.363636363636363,0.0,Good News,disconfirming,more than 5,3.8181818181818183,3.8181818181818183,4.136363636363637,4.2727272727272725,0.0,0.0,0.0,0.0,2.1818181818181817,2.1818181818181817,3.8636363636363633,3.7272727272727275,Good News,Good News,Good News,Good News,positive,0,0,1,0,0
1617,7ebbfqqg,1,2,4,0,12,Pop-Culture and Art,6,0,50,1,2,ego,0,1,0,under,Male,US National,-1,-1,4,7ebbfqqg4,2.0,0,0,1,0,0,0,0,0.0,0,2,2.0,Male US National,,,0,0,1,1,0,0,0,0,0,1,2,2,1,1,4,4,1,1,30,29,35,18,Self-Serving,2,2,1,1,26,25,29,18,3,1.0,4.0,0.0,4.294117647058823,-0.2941176470588234,0,1,0,-0.0,-0.2941176470588234,-0.0,Bad News,confirming,more than 5,3.3529411764705883,2.9705882352941178,3.823529411764706,4.0,0.0,0.0,1.0,0.0,-3.3529411764705883,-2.9705882352941178,-3.823529411764706,-4.0,Bad News,Bad News,Bad News,Bad News,negative,1,1,1,1,0
1618,7ebbfqqg,2,2,2,0,12,Pop-Culture and Art,8,0,50,1,2,ego,0,1,0,under,Male,US National,-1,-1,4,7ebbfqqg4,0.0,0,0,1,0,0,0,0,0.0,0,2,2.0,Male US National,1.0,0.0,2,2,1,1,2,8,9,9,8,1,0,0,1,1,0,0,1,1,30,29,35,18,Self-Serving,0,0,1,1,26,25,29,18,3,1.0,6.0,2.0,4.4,1.5999999999999996,0,1,0,0.0,1.5999999999999996,0.0,Good News,disconfirming,more than 5,3.5142857142857142,3.142857142857143,3.942857142857143,4.114285714285714,2.0,2.0,0.0,0.0,5.485714285714286,5.857142857142858,4.057142857142857,3.885714285714286,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
1619,7ebbfqqg,3,2,2,0,12,Pop-Culture and Art,8,0,50,1,2,ego,0,1,0,under,Male,US National,-1,-1,4,7ebbfqqg4,0.0,0,0,1,0,0,0,0,0.0,0,2,2.0,Male US National,1.0,0.0,1,2,2,1,1,8,7,7,8,0,1,0,0,1,1,0,0,1,30,29,35,18,Self-Serving,1,0,0,1,26,25,29,18,3,1.0,8.0,2.0,4.5,3.5,0,1,0,0.0,3.5,0.0,Good News,disconfirming,more than 5,3.611111111111111,3.25,4.055555555555555,4.222222222222222,-1.0,0.0,1.0,0.0,3.388888888888889,3.75,3.9444444444444446,3.7777777777777777,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
1620,7ebbfqqg,4,2,0,1,12,Pop-Culture and Art,10,0,50,1,2,ego,0,1,0,under,Male,US National,-1,0,4,7ebbfqqg4,0.0,0,0,0,1,0,0,1,1.0,1,2,2.0,Male US National,108.98061377583677,4.691170011143467,1,2,2,2,1,8,8,8,8,0,1,0,0,0,1,0,0,0,30,29,35,18,Self-Serving,1,0,0,0,26,25,29,18,3,1.0,8.0,2.0,4.648648648648648,3.3513513513513518,0,1,0,0.0,3.3513513513513518,0.0,Good News,disconfirming,more than 5,3.72972972972973,3.3783783783783785,4.162162162162162,4.324324324324325,0.0,0.0,0.0,1.0,4.27027027027027,4.621621621621621,3.8378378378378377,3.6756756756756754,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
1621,7ebbfqqg,5,2,0,1,12,Pop-Culture and Art,10,0,50,1,2,ego,0,1,0,under,Male,US National,-1,0,4,7ebbfqqg4,0.0,0,0,0,1,0,0,1,0.0,0,2,2.0,Male US National,1.0,0.0,1,2,2,2,1,8,6,9,8,0,1,0,0,0,1,0,0,0,30,29,35,18,Self-Serving,1,0,0,0,26,25,29,18,3,1.0,10.0,2.0,4.7894736842105265,5.2105263157894735,0,1,0,0.0,5.2105263157894735,0.0,Good News,disconfirming,more than 5,3.789473684210526,3.526315789473684,4.2631578947368425,4.421052631578948,0.0,0.0,0.0,0.0,2.210526315789474,5.473684210526316,3.7368421052631575,3.578947368421052,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
1622,7ebbfqqg,6,2,1,2,12,Pop-Culture and Art,9,0,50,1,2,ego,0,1,0,under,Male,US National,-1,1,4,7ebbfqqg4,0.0,0,0,0,0,0,0,2,1.0,1,2,2.0,Male US National,0.532752567659372,-0.6296981883822291,1,2,2,2,1,8,7,9,8,0,1,0,0,0,1,0,0,0,30,29,35,18,Self-Serving,1,0,0,0,26,25,29,18,3,1.0,10.0,2.0,4.897435897435898,5.102564102564102,0,1,0,0.0,5.102564102564102,0.0,Good News,disconfirming,more than 5,3.871794871794872,3.6666666666666665,4.358974358974359,4.512820512820513,0.0,0.0,0.0,0.0,3.128205128205128,5.333333333333334,3.6410256410256414,3.4871794871794872,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
1623,7ebbfqqg,7,2,1,2,12,Pop-Culture and Art,9,0,50,1,2,ego,0,1,0,under,Male,US National,-1,1,4,7ebbfqqg4,0.0,0,0,0,0,0,0,2,0.0,0,2,2.0,Male US National,1.0,0.0,1,2,2,2,1,8,9,6,8,0,1,0,0,0,1,0,0,0,30,29,35,18,Self-Serving,1,0,0,0,26,25,29,18,3,1.0,9.0,2.0,5.0,4.0,0,1,0,0.0,4.0,0.0,Good News,disconfirming,more than 5,4.0,3.725,4.45,4.6,0.0,0.0,0.0,0.0,5.0,2.275,3.55,3.4000000000000004,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
1624,7ebbfqqg,8,2,2,2,12,Pop-Culture and Art,8,0,50,1,2,ego,0,1,0,under,Male,US National,-1,1,4,7ebbfqqg4,0.0,0,0,0,0,0,0,2,0.0,0,2,2.0,Male US National,1.0,0.0,1,2,2,2,1,8,8,8,8,0,1,0,0,0,1,0,0,0,30,29,35,18,Self-Serving,1,0,0,0,26,25,29,18,3,1.0,9.0,2.0,5.073170731707317,3.926829268292683,0,1,0,0.0,3.926829268292683,0.0,Good News,disconfirming,more than 5,4.097560975609756,3.8292682926829267,4.536585365853658,4.682926829268292,0.0,0.0,0.0,0.0,3.902439024390244,4.170731707317073,3.463414634146342,3.3170731707317076,Good News,Good News,Good News,Good News,positive,1,1,1,1,0
